objectid,filename,youtubeid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language
blackworld147,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA75#v=onepage&q&f=false,,African Art in Cultural Perspective,application/pdf,"A short book review of William Bascom's African Art in Perspective. Overall, Long is positive towards the article",Richard A. Long,,1974.11,,"Book Reviews, African History","Atlanta, Georgia",,,,Google Books,Johnson Publishing,1974.11.75.24.01,,1974.11.75.24.01,,,Image;StillImage,
blackworld148,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA76#v=onepage&q&f=false,,Stokely Speaks,application/pdf,"A book review of Stokley Carmichael's ""Stokely Speaks."" The review is very postive towards Carmichael, and critical to his critics",Kiarri Cheatwood,,1974.11,,"Book Reviews, Black Nationalism, Afro-Centrism","Conakry, Guinea",,,,Google Books,Johnson Publishing,1974.11.76.24.01,,1974.11.76.24.01,,,Image;StillImage,
blackworld149,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PT3#v=onepage&q&f=false,,When is a Black Man Not an African?,application/pdf,"A anonymous piece reflecting on African Americans connection to Africa, and how the Trans-Atlantic Slave Trade interupted that",,,1974.11,,"History, Trans-Atlantic Slavery Trade, Afro-Centrism",,,,,Google Books,Johnson Publishing,1974.11.100.24.01,,1974.11.100.24.01,,,Image;StillImage,
blackworld150,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA4#v=onepage&q&f=false,,Black Attitudes Towards Police and the Courts,application/pdf,This article is a summary of a research study conducted to discover African American's attitudes on policing and the justice system. Dillingham found that African Americans overwhelmingly felt unfairly treated by courts and that police unduly harass Black people.,Gerald Dillingham,,1974.12,,"Incarceration, Research Studies, Police Brutality","Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.12.04.24.02,,1974.12.04.24.02,,,Image;StillImage,
blackworld151,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA14#v=onepage&q&f=false,,The Politics of Foreign Investment in Africa,application/pdf,"This article discusses the nuance of missionary work and economic investment in Africa. Johnson points out much of American investment in Africa is in oil, and that America partners with problematics countries like South Africa (at the time,) all for the sake of profit.",Willard R. Johnson,,1974.12,,"African History, Colonialism","Cambridge, Massachusetts",,,,Google Books,Johnson Publishing,1974.12.14.24.02,,1974.12.14.24.02,,,Image;StillImage,
blackworld152,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA22#v=onepage&q&f=false,,good times & no bread: for babs gonzalez,application/pdf,A poem about living in poverty.,Reginald Lockett,,1974.12,,Poetry,"Oakland, California",,,,Google Books,Johnson Publishing,1974.12.22.24.02,,1974.12.22.24.02,,,Image;StillImage,
blackworld153,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA23#v=onepage&q&f=false,,The Old Women Still Sing,application/pdf,A poem honoring African American elderly women.,Charles H. Rowell,,1974.12,,Poetry,"Baton Rouge, Louisiana",,,,Google Books,Johnson Publishing,1974.12.23.24.02,,1974.12.23.24.02,,,Image;StillImage,
blackworld154,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA23#v=onepage&q&f=false,,Transformational Grammar,application/pdf,A poem about AAVE.,Jane Phillips,,1974.12,,"Poetry, AAVE","Los Angeles, California",,,,Google Books,Johnson Publishing,1974.12.23.24.02,,1974.12.23.24.02,,,Image;StillImage,
blackworld155,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA24#v=onepage&q&f=false,,On Record: New Africa,application/pdf,"An album review for Grachan Moncur's jazz album ""New Africa."" The review is very postive towards New Africa.",Roger Riggins,,1974.12,,"Music Review, African American Music, Jazz","New York City, New York",,,,Google Books,Johnson Publishing,1974.12.24.24.02,,1974.12.24.24.02,,,Image;StillImage,
blackworld156,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA25#v=onepage&q&f=false,,On Record,application/pdf,"A collection of short album reviews for the following albums: Liberated Brother by Weldon Irvine, Jazz Grove by King Curtis, Geechee Recollections by Marion Brown and Dialouge of Drums by Andrew Cyrille and Milford Graves.",C.A.P.,,1974.12,,"Music Review, African American Music, Jazz","New York City, New York",,,,Google Books,Johnson Publishing,1974.12.25.24.02,,1974.12.25.24.02,,,Image;StillImage,
blackworld157,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA26#v=onepage&q&f=false,,Black Studies: Here to Stay?,application/pdf,"In this article, Edward Simpkins expresses worry that Black collegiate studies are losing popularity, but is optimistic Black studies will find its home in academia.",Edward Simpkins,,1974.12,,African American History,"Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.12.26.24.02,,1974.12.26.24.02,,,Image;StillImage,
blackworld158,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA29#v=onepage&q&f=false,,Black Books Bullietian Themes,application/pdf,A brief announcement that the Black Books Bullietian announced it's themes for the year of 1975.,Jabari Mahiri,,1974.12,,African American Literature,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.12.29.24.02,,1974.12.29.24.02,,,Image;StillImage,
blackworld159,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA30#v=onepage&q&f=false,,Opponent: The Black Aesthetic,application/pdf,"In this article, Kilson examines the ""Black aesthetic"" vs the ""white aesthetic."" He criticizes Addison Gayle's view of the ""Black aesthetic"" is too political. Kilson also thinks that aesthetics won't ""save"" Black people, and that dehumanization of others is a problem deeper than Black-White relations.",Martin Kilson,,1974.12,,"African American History, Jazz","Cambridge, Massachusetts",,,,Google Books,Johnson Publishing,1974.12.30.24.02,,1974.12.30.24.02,,,Image;StillImage,
blackworld160,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA31#v=onepage&q&f=false,,Defender: The Black Aesthetic,application/pdf,"In this article, Addison Gayle argues for the academic merit of the ""Black Aesthetic."" He further argues that Black people should no longer tolerate oppression for the sake of peace, and that Martin Kilson is ignoring the full extent of slavery's affects on African Americans.",Addison Gayle,,1974.12,,African American History,"New York City, New York",,,,Google Books,Johnson Publishing,1974.12.31.24.02,,1974.12.31.24.02,,,Image;StillImage,
blackworld161,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,The Question of Aesthetics,application/pdf,"In this article, Fuller says that is natural for a country to have its own aesthetics that are reflected in their art and culture. However, African Americans are denied access to their African ancestry, and therefore, their aesthetics. Thus the necessity of Black studies to regain and reclaim their cultures.",Hoyt W. Fuller,,1974.12,,"African American History, African History","Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.12.49.24.02,,1974.12.49.24.02,,,Image;StillImage,
blackworld162,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA50#v=onepage&q&f=false,,The Fallen King,application/pdf,"This article reports on the Ethiopian revolution, and the deposing of Haile Selassie. The article includes a short history of his life and the Ethiopian monarchy in general.",,,1974.12,,African History,"Addis Ababa, Ethiopia",,,,Google Books,Johnson Publishing,1974.12.50.24.02,,1974.12.50.24.02,,,Image;StillImage,
blackworld163,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA51#v=onepage&q&f=false,,Books Noted: If Beale Street Could Talk,application/pdf,"A book review of James Baldwin's ""If Beale Street Could Talk."" McCluskey finds this book to be Baldwin's magnum opus and feels very postively toward it.",John McCluskey,,1974.12,,African American History,"New York City, New York",,,,Google Books,Johnson Publishing,1974.12.51.24.02,,1974.12.51.24.02,,,Image;StillImage,
blackworld164,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA55#v=onepage&q&f=false,,Courtney Go Huntin',application/pdf,A short story about a young Black boy going hunting.,Chris Warntz,,1974.12,,Short Story,"Gloucester, Massachusetts",,,,Google Books,Johnson Publishing,1974.12.55.24.02,,1974.12.55.24.02,,,Image;StillImage,
blackworld165,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA60#v=onepage&q&f=false,,Achebe's Ideas on Literature,application/pdf,"In this article, Madubuike analyzes the literature and theoretical work of Chinua Achebe, and his theories on African literature.",Ihechukwu Madubuike,,1974.12,,African Literature,"Ogidi, Nigeria",,,,Google Books,Johnson Publishing,1974.12.60.24.02,,1974.12.60.24.02,,,Image;StillImage,
blackworld166,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA71#v=onepage&q&f=false,,Ezeulu and his God,application/pdf,"This article is a literary analysis of Chinua Achebe's ""Arrow of God.""",Maureen Warren Lewis,,1974.12,,"African Literature, Book Review","Umuaro, Nigeria",,,,Google Books,Johnson Publishing,1974.12.71.24.02,,1974.12.71.24.02,,,Image;StillImage,
blackworld167,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA91#v=onepage&q&f=false,,James Baldwin,application/pdf,A book review of an edited volume about the works of James Baldwin.,Dudley Randall,,1974.12,,"African American Literature, Book Reviews","Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.12.91.24.02,,1974.12.91.24.02,,,Image;StillImage,
blackworld168,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA92#v=onepage&q&f=false,,The Reluctant Rapist,application/pdf,"A book review of Ed Bullins' novel ""The Reluctant Rapist."" The book review is rather negative and McClain finds it rather devoid of any thoughtful conclusions.",Ruth Rambo McClain,,1974.12,,African American Literature,"Philadelphia, Pennyslvania",,,,Google Books,Johnson Publishing,1974.12.92.24.02,,1974.12.92.24.02,,,Image;StillImage,
blackworld169,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA94#v=onepage&q&f=false,,Speak Out in Thunder Tones,application/pdf,"A book review of the essay collection ""Speak Out in Thunder Tomes."" The writings are those of Black northerners and their advocacy work.",Sarah Webster Fabio,,1974.12,,African American Literature,"Iowa City, Iowa",,,,Google Books,Johnson Publishing,1974.12.94.24.02,,1974.12.94.24.02,,,Image;StillImage,
blackworld170,https://books.google.com/books?id=sbIDAAAAMBAJ&lpg=PA1&rview=1&pg=PT3#v=onepage&q&f=false,,When is a Black Man Not an African?,application/pdf,"A anonymous piece reflecting on African Americans connection to Africa, and how the Trans-Atlantic Slave Trade interupted that",,,1974.12,,"History, Trans-Atlantic Slavery Trade, Afro-Centrism",,,,,Google Books,Johnson Publishing,1974.12.100.24.02,,1974.12.100.24.02,,,Image;StillImage,
blackworld171,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA4#v=onepage&q&f=false,,The Question of Constituencies,application/pdf,"This article covers debates within Black philosophical circles on many topics, including nationalism vs assimulationism, PanAfricanism, Marxism, and Pan-Africanists/Marxists as part of an electorate.",Harold Cruse,,1975.01,,"PanAfricanism, Marxism, Communism, Politics","Little Rock, Arkansas",,,,Google Books,Johnson Publishing,1975.01.04.24.03,,1975.01.04.24.03,,,Image;StillImage,
blackworld172,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA22#v=onepage&q&f=false,,Black Hero Dynamics and the White Media,application/pdf,"This article is about how heroism is presented in American media, and how Black people fit into those narratives. The author uses Muhammad Ali as an example of a Black American hero, who bucks all conventions of what white media expects from Black men.",Samuel F. Yette,,1975.01,,"Muhammad Ali, Media Analysis",Washington DC,,,,Google Books,Johnson Publishing,1975.01.22.24.03,,1975.01.22.24.03,,,Image;StillImage,
blackworld173,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA29#v=onepage&q&f=false,,A Portrait of Rudy,application/pdf,A poem about the beach,jim cunningham,,1975.01,,Poetry,"Ann Arbor, Michigan",,,,Google Books,Johnson Publishing,1975.01.29.24.03,,1975.01.29.24.03,,,Image;StillImage,
blackworld174,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA30#v=onepage&q&f=false,,Ali as Creative Black Man,application/pdf,This article is about Muhammad Ali: his skill as a boxer and a creative fighter.,Clay Goss,,1975.01,,"Muhammad Ali, Media Analysis",Washington DC,,,,Google Books,Johnson Publishing,1975.01.30.24.03,,1975.01.30.24.03,,,Image;StillImage,
blackworld175,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA34#v=onepage&q&f=false,,The Spiritual Victory of Muhammad Ali,application/pdf,This article is about how Muhammad Ali's victories have given many Black people hope across the world. Troupe points to his success pointing towards a new prominence in media for African Americans.,Quincy Troupe,,1975.01,,"Muhammad Ali,","Kinshasa, Democratic Republic of Congo",,,,Google Books,Johnson Publishing,1975.01.34.24.03,,1975.01.34.24.03,,,Image;StillImage,
blackworld176,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA48#v=onepage&q&f=false,,The Fire This Time: My Apologies to JB,application/pdf,A poem about global change,Kofi Wangara,,1975.01,,Poetry,"Monrovia, Liberia",,,,Google Books,Johnson Publishing,1975.01.48.24.03,,1975.01.48.24.03,,,Image;StillImage,
blackworld177,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,Important Notice,application/pdf,An apology from Black World for not crediting Robert Williams for an article he wrote for the magazine.,,,1975.01,,,,,,,Google Books,Johnson Publishing,1975.01.49.24.03,,1975.01.49.24.03,,,Image;StillImage,
blackworld178,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA50#v=onepage&q&f=false,,The Mary McLeod Bethune Monument,application/pdf,"An announcement of the erecting of a monument in Washington DC of Mary McLeod Bethune. The article is very critical to the National Council of Negro Women, who funded the project, because they hired a white male sculptor",,,1975.01,,Announcement,Washington DC,,,,Google Books,Johnson Publishing,1975.01.50.24.03,,1975.01.50.24.03,,,Image;StillImage,
blackworld179,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA51#v=onepage&q&f=false,,Ark of Bones and Other Stories,application/pdf,"A book review of Henry Dumas's ""Ark of Bones and Other stories. Jackson is very postive towards the book.",Angela Jackson,,1975.01,,"Book Review, African Diaspora","New York City, New York",,,,Google Books,Johnson Publishing,1975.01.51.24.03,,1975.01.51.24.03,,,Image;StillImage,
blackworld180,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA52#v=onepage&q&f=false,,Black Activism: Racial Revolution in the United States 1954-1970,application/pdf,"A book review of Robert Brisbane's ""Black Activism: Racial Revolution in the United States, 1954-1970."" The review is very negative with Moorer believing Brisbane has a poor understanding of Black nationalism and Black revolutionary politics.",Frank E. Moorer,,1975.01,,"Book Review, African American History, Civil Rights Movement, Black Nationalism","Baltimore, Maryland",,,,Google Books,Johnson Publishing,1975.01.52.24.03,,1975.01.52.24.03,,,Image;StillImage,
blackworld181,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA53#v=onepage&q&f=false,,Blue Plauge,application/pdf,"A poem about Ricky Cunningham, a young Black man killed by police.",Ashanti,,1975.01,,"Poetry, Police Violence","Charlotte, North Carolina",,,,Google Books,Johnson Publishing,1975.01.53.24.03,,1975.01.53.24.03,,,Image;StillImage,
blackworld182,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA54#v=onepage&q&f=false,,A Credit to the Race,application/pdf,A short story about an impoverished Black man getting a job where he must face racism from white people.,William Hudson,,1975.01,,Short Story,"Spokane, Washington",,,,Google Books,Johnson Publishing,1975.01.54.24.03,,1975.01.54.24.03,,,Image;StillImage,
blackworld183,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA62#v=onepage&q&f=false,,Places and Bloodstains,application/pdf,A poem about life through the narrative device of water.,Keorapetse Kgositsile,,1975.01,,Poetry,"Azania, South Africa",,,,Google Books,Johnson Publishing,1975.01.62.24.03,,1975.01.62.24.03,,,Image;StillImage,
blackworld184,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA64#v=onepage&q&f=false,,Mafelo Le Dilube Isa Madi,application/pdf,The same poem as Places and Blood in Setswana.,Keorapetse Kgositsile,,1975.01,,Poetry,"Azania, South Africa",,,,Google Books,Johnson Publishing,1975.01.64.24.03,,1975.01.64.24.03,,,Image;StillImage,
blackworld185,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA66#v=onepage&q&f=false,,The History of the Black World Festival Concept,application/pdf,"This article is about Pan Africanists desire dissimenate Black culture and art throughout the world, and reject Western thought. Diop espouses that Black solidarity is the only way to defeat Western cultural hegemony.",Alioune Diop,,1975.01,,Pan-Africanism,"Lagos, Nigeria",,,,Google Books,Johnson Publishing,1975.01.66.24.03,,1975.01.66.24.03,,,Image;StillImage,
blackworld186,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA72#v=onepage&q&f=false,,The Negritude Process,application/pdf,"In this article, Chappelle dives into the concept of ""Negritude,"" or Black folks that are cut off from their culture's journey to self discovery as she defines it. Chappelle discusses how Black people have been cut off from their African heritage due to colonialism and forced to conform to Western society.",Yvonne Reed Chappelle,,1975.01,,"Pan-Africanism, Black Literature","Dayton, Ohio",,,,Google Books,Johnson Publishing,1975.01.72.24.03,,1975.01.72.24.03,,,Image;StillImage,
blackworld187,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA77#v=onepage&q&f=false,,The Gwendolyn Brooks Literary Awards,application/pdf,"An announcement of the Gwendolyn Brooks Literary Awards, which include Asa Ashanti and Everett Hoagland, writers featured in Black World.",,,1975.01,,"African American Literature, Poetry","Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.01.77.24.03,,1975.01.77.24.03,,,Image;StillImage,
blackworld188,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA77#v=onepage&q&f=false,,The Richard Wright- Woodie King Jr. Awards,application/pdf,"An announcement of the winners of the Richard Wright-Woodie King Jr. awards, a critical literary analysis award.",,,1975.01,,African American Literature,"New York City, New York",,,,Google Books,Johnson Publishing,1975.01.77.24.03,,1975.01.77.24.03,,,Image;StillImage,
blackworld189,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA77#v=onepage&q&f=false,,The Annual Broadside Press Awards,application/pdf,"An announcement of the winners of the Broadside Press award, an 100 dollar prize for authors who could get published in Black World.",,,1975.01,,"African American Literature, Poetry","Detroit, Michigan",,,,Google Books,Johnson Publishing,1975.01.77.24.03,,1975.01.77.24.03,,,Image;StillImage,
blackworld190,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA78#v=onepage&q&f=false,,The Second World Black & African Festival of Arts and Culture,application/pdf,"An announcement that the Second annual World Black and African Festival for Arts and Culture will take place in Lagos, Nigeria in November 1975. Featured speakers include Alioune Diop, Hoyt Fuller, and others.",Hoyt W. Fuller,,1975.01,,"African Culture, Announcement","Lagos, Nigeria",,,,Google Books,Johnson Publishing,1975.01.78.24.03,,1975.01.78.24.03,,,Image;StillImage,
blackworld191,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA83#v=onepage&q&f=false,,The Wisdom of Cabral,application/pdf,"This article is a memorial for Amilcar Cabral, the leader of the African Party for the independence of Guinea and the Cape Verdean Islands. The article promotes a collection of Cabral's speeches, ""Return to the Source: Selected Speeches of Amilcar Cabral.""",Hoyt. W. Fuller,,1975.01,,African History,"Conakry, Guinea",,,,Google Books,Johnson Publishing,1975.01.83.24.03,,1975.01.83.24.03,,,Image;StillImage,
blackworld192,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA85#v=onepage&q&f=false,,The Tenth Conrad Kent Rivers Memorial Fund Award,application/pdf,"The announcement of the winners of the Tenth Conrad Kent Rivers Memorial Fund Award, including Black World writers like Ronald Walcott.",,,1975.01,,African American Literature,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.01.85.24.03,,1975.01.85.24.03,,,Image;StillImage,
blackworld193,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA85#v=onepage&q&f=false,,New Letters,application/pdf,An announcement of the magazine New Letters upcoming special issue on Black women in America.,,,1975.01,,Black Feminism,"Kansas City, Missouri",,,,Google Books,Johnson Publishing,1975.01.85.24.03,,1975.01.85.24.03,,,Image;StillImage,
blackworld194,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA86#v=onepage&q&f=false,,The National Black Writers Convention,application/pdf,"A report on the National Black Writers Convention, held at Howard University. Featured speakers include Mari Evans, Kalamu ya Salaam and Quincy Troupe.",Carol A. Parks,,1975.01,,African American Literature,Washington DC,,,,Google Books,Johnson Publishing,1975.01.86.24.03,,1975.01.86.24.03,,,Image;StillImage,
blackworld195,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA97#v=onepage&q&f=false,,African Encyclopedia,application/pdf,"A short review of the creation of the African Encyclopedia, a reference book for African culture/history.",Hoyt W. Fuller,,1975.01,,African History,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.01.97.24.03,,1975.01.97.24.03,,,Image;StillImage,
blackworld196,https://books.google.com/books?id=h7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PT1#v=onepage&q&f=false,,There are few things more unforgivable than when men knowingly betray themselves,application/pdf,A short piece denouncing that interracial unity has any positive affects towards civil rights.,,,1975.01,,,,,,,Google Books,Johnson Publishing,1975.01.100.24.03,,1975.01.100.24.03,,,Image;StillImage,
blackworld197,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Du Bois' Uses of History,application/pdf,An analysis of W.E.B. Du Bois thoughts about historians and how he felt other historians should look apon history as their own and retell the stories from their own standards and not the views of white people.,S. Jay Walker,,1975.02,,"Black Historians, Views of History, Storytelling","New York City, NY",40.70847135,-74.01132295,,Google Books,Johnson Publishing,1975.02.4.26.04,,1975.02.4.26.04,,,Image;StillImage,
blackworld198,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA12#v=onepage&q&f=true,,"On ""The Cultural Unity of Africa""",application/pdf,This article focuses on the relationship between men and women in African civilization/general societies using the works of Cheikh Anta Diop.,John Henrik Clarke,,1975.02,,"Women's History, Black Historians, BC","Ghana, West Africa",7.972335215,-1.189863543,,Google Books,Johnson Publishing,1975.02.12.26.04,,1975.02.12.26.04,,,Image;StillImage,
blackworld199,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=true,,Slavery In the Colonial Americas,application/pdf,This article discusses the Afro-American side of colonial slavery. Many historians in the past have focused on the white side of slavery and not the black making most of the history of slavery biased.,Rhett S. Jones,,1975.02,,"Slavery, Black History, Opinionist",Liberia,6.305813814,-9.337259606,,Google Books,Johnson Publishing,1975.02.28.26.04,,1975.02.28.26.04,,,Image;StillImage,
blackworld200,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA41#v=onepage&q&f=true,,He,application/pdf,"This poem analyzes with the identity of the ""name"". How your name can bring so much light and meaning into who you are but taken away you are just another speck on the planet. Also depicts the idea that black people are now using white names instead of ancestrial names.",Julia Fields,,1975.02,,"Poetry, Black History, Oppression, Identity","Bessemer, Alabama",33.40223496,-86.95064404,,Google Books,Johnson Publishing,1975.02.41.26.04,,1975.02.41.26.04,,,Image;StillImage,
blackworld201,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA45#v=onepage&q&f=true,,Art,application/pdf,"This poem depicts the struggles that african american women encounter when they are looked at by the eyes of other black people. melanin was not popular in this time, lighter skin women were drawn so beautifully but darker skin women were made in an ugly image.",Julia Fields,,1975.02,,"Poetry, Art, Colorism","Bessemer, Alabama",33.40223496,-86.95064404,,Google Books,Johnson Publishing,1975.02.46.26.04,,1975.02.46.26.04,,,Image;StillImage,
blackworld202,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA47#v=onepage&q&f=true,,I Loves A Wig,application/pdf,Dealing with a society that treasure their pride it is hard to get into a mindset of doing better than what is presented to you. This poem references the struggles of wanting to be something with your life. The wig simbolizes a change for the better and a step in the direction of being acknowledged.,Julia Fields,,1975.02,,"Poetry, Black Stereotypes, Black Hair, Individualism","Bessemer, Alabama",33.40223496,-86.95064404,,Google Books,Johnson Publishing,1975.02.47.26.04,,1975.02.47.26.04,,,Image;StillImage,
blackworld203,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,Convergence,application/pdf,A short story describing the mental conversation you have when you know one of your loved ones have been hanged. The process of going to find the body and perform the traditional rituals to lay that body to rest. The grief you feel knowing that person is gone forever.,Brenda Torres,,1975.02,,"Black History, Storytelling, Grief, Lynching",Puerto Rico,18.18558601,-66.60198747,,Google Books,Johnson Publishing,1975.02.54.26.04,,1975.02.54.26.04,,,Image;StillImage,
blackworld204,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA60#v=onepage&q&f=true,,Art in Haiti,application/pdf,An article going through the accent history of Hiatians and how their culture was not always wanted or appreciated. Talked about how slavery was a big influence on the haitians that do not want to claim their heritage. Also speaks about the influence of European culture on the slaves.,Pierre Monosiet,,1975.02,,"Haitian Culture, Black History, Slavery, Manipulation",Haiti,18.92952968,-72.67776229,,Google Books,Johnson Publishing,1975.02.60.26.04,,1975.02.60.26.04,,,Image;StillImage,
blackworld205,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA68#v=onepage&q&f=true,,"""Perspective on Soul Train""",application/pdf,This article analysis the characteristics of the hit show Soul Train. Talks about how the show was very ritualistic and closed in. The members were all moving and acting as a group in its secretive entirety. Their moves and rhythmatic ways became a stamp in the 70's and 80's for black dance.,Warren Foulkes,,1975.02,,"Black Dance, Black Culture, Televison Shows","Chicago, Illinois",41.88644722,-87.62215584,,Google Books,Johnson Publishing,1975.02.68.26.04,,1975.02.68.26.04,,,Image;StillImage,
blackworld206,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=true,,Black Magazines in America,application/pdf,"Opinion is a analytic piece depicting the ideas and actions of W.E.B Du Bois and his criticism against the NAACP. Also spoke about the controversal definition of what ""Black Power"" conveys to the community.",Bob Chaney,,1975.02,,"W.E.B Du Bois, Black History, NAACP, Liberation","Marion, Ohio",40.5884989,-83.12752706,,Google Books,Johnson Publishing,1975.02.72.26.04,,1975.02.72.26.04,,,Image;StillImage,
blackworld207,https://books.google.com/books?id=gLIDAAAAMBAJ&lpg=PA1&pg=PA80#v=onepage&q&f=true,,Statement on the Black Arts,application/pdf,This article references black art with identity. You can not know who you truly are unless you determine your identity because then the focus of your life is off balance.,Johari Amini,,1975.02,,"Black Art, Identity",Philadelphia,39.95344738,-75.1455084,,Google Books,Johnson Publishing,1975.02.80.26.04,,1975.02.80.26.04,,,Image;StillImage,
blackworld208,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Pan African Congress,application/pdf,"Going back through history, African history is analyzed, finding connections the term Black Power and African Culture.",James Garrett,,1975.03,,"African History, Black Power","Tanzania, Dubai",25.2192229,55.17944972,,Google Books,Johnson Publishing,1975.03.4.26.05,,1975.03.4.26.05,,,Image;StillImage,
